Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Burglary,Total,Total,2008,Counts,1739,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft,Total,Total,2009,Counts,11972,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2009,Counts,903,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Burglary,Total,Total,2009,Counts,1747,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft,Total,Total,2010,Counts,11986,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2010,Counts,803,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Burglary,Total,Total,2010,Counts,1789,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft,Total,Total,2011,Counts,13797,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2011,Counts,1269,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Burglary,Total,Total,2011,Counts,1874,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft,Total,Total,2012,Counts,14111,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2012,Counts,1199,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Burglary,Total,Total,2012,Counts,1826,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Corruption,Total,Total,2013,Counts,9,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Corruption: Bribery,Total,Total,2013,Counts,2,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2013,Counts,7,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Corruption,Total,Total,2014,Counts,138,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Corruption: Bribery,Total,Total,2014,Counts,88,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2014,Counts,50,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Burglary,Total,Total,2014,Counts,1390,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft,Total,Total,2014,Counts,1239,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2014,Counts,566,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Corruption,Total,Total,2015,Counts,79,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Corruption: Bribery,Total,Total,2015,Counts,42,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2015,Counts,37,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Burglary,Total,Total,2015,Counts,1407,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft,Total,Total,2015,Counts,1111,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2015,Counts,436,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Corruption,Total,Total,2016,Counts,92,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Corruption: Bribery,Total,Total,2016,Counts,62,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2016,Counts,30,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Burglary,Total,Total,2016,Counts,1452,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft,Total,Total,2016,Counts,1355,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2016,Counts,425,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Corruption,Total,Total,2017,Counts,75,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Corruption: Bribery,Total,Total,2017,Counts,34,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2017,Counts,41,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Burglary,Total,Total,2017,Counts,1497,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2017,Counts,486,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Corruption,Total,Total,2018,Counts,119,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Corruption: Bribery,Total,Total,2018,Counts,47,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2018,Counts,72,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Burglary,Total,Total,2018,Counts,1561,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2018,Counts,457,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Corruption,Total,Total,2019,Counts,130,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Corruption: Bribery,Total,Total,2019,Counts,43,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2019,Counts,87,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Smuggling of migrants,Total,Total,2019,Counts,1164,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Burglary,Total,Total,2019,Counts,1606,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft,Total,Total,2019,Counts,13954,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2019,Counts,414,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Fraud,Total,Total,2019,Counts,709,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Corruption,Total,Total,2020,Counts,133,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Corruption: Bribery,Total,Total,2020,Counts,75,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2020,Counts,58,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Smuggling of migrants,Total,Total,2020,Counts,1640,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Burglary,Total,Total,2020,Counts,1121,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft,Total,Total,2020,Counts,8709,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2020,Counts,331,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Fraud,Total,Total,2020,Counts,555,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Theft,Total,Total,2003,Counts,14383,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2003,Counts,219,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Theft,Total,Total,2004,Counts,12101,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2004,Counts,238,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Theft,Total,Total,2005,Counts,12335,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2005,Counts,295,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Burglary,Total,Total,2005,Counts,1070,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Theft,Total,Total,2006,Counts,10967,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2006,Counts,218,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Burglary,Total,Total,2006,Counts,1050,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Theft,Total,Total,2007,Counts,11185,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2007,Counts,310,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Burglary,Total,Total,2007,Counts,1090,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Theft,Total,Total,2008,Counts,10963,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2008,Counts,237,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Burglary,Total,Total,2008,Counts,1100,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Theft,Total,Total,2009,Counts,10936,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2009,Counts,238,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Theft,Total,Total,2010,Counts,9886,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2010,Counts,765,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Burglary,Total,Total,2010,Counts,3694,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Theft,Total,Total,2011,Counts,12008,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2011,Counts,254,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Burglary,Total,Total,2011,Counts,8600,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Theft,Total,Total,2012,Counts,10848,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2012,Counts,290,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Burglary,Total,Total,2012,Counts,7890,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2013,Counts,300,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Burglary,Total,Total,2013,Counts,2703,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Theft,Total,Total,2013,Counts,9975,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Theft,Total,Total,2014,Counts,9029,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2014,Counts,311,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Burglary,Total,Total,2014,Counts,1354,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Theft,Total,Total,2015,Counts,9894,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2015,Counts,307,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Corruption: Bribery,Total,Total,2015,Counts,123,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2015,Counts,813,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Burglary,Total,Total,2015,Counts,1930,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Fraud,Total,Total,2015,Counts,3322,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Money laundering,Total,Total,2015,Counts,6,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Theft,Total,Total,2016,Counts,9292,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2016,Counts,245,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Corruption: Bribery,Total,Total,2016,Counts,100,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2016,Counts,659,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Burglary,Total,Total,2016,Counts,2188,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Fraud,Total,Total,2016,Counts,4095,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Money laundering,Total,Total,2016,Counts,6,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Burglary,Total,Total,2017,Counts,2191,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Theft,Total,Total,2017,Counts,9107,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2017,Counts,154,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Fraud,Total,Total,2017,Counts,6471,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Corruption: Bribery,Total,Total,2017,Counts,57,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2017,Counts,604,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Money laundering,Total,Total,2017,Counts,5,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Burglary,Total,Total,2018,Counts,2454,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Theft,Total,Total,2018,Counts,12250,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2018,Counts,209,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Fraud,Total,Total,2018,Counts,10456,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Corruption: Bribery,Total,Total,2018,Counts,45,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2018,Counts,712,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Burglary,Total,Total,2019,Counts,2968,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Theft,Total,Total,2019,Counts,21732,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2019,Counts,325,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Fraud,Total,Total,2019,Counts,15389,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Burglary,Total,Total,2020,Counts,1830,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Theft,Total,Total,2020,Counts,15676,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2020,Counts,417,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Fraud,Total,Total,2020,Counts,17750,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2009,Counts,553,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Offences,by type of offence,Burglary,Total,Total,2009,Counts,711,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2010,Counts,533,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Offences,by type of offence,Burglary,Total,Total,2010,Counts,810,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2011,Counts,491,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2011,Counts,3,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Offences,by type of offence,Burglary,Total,Total,2011,Counts,449,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Offences,by type of offence,Corruption,Total,Total,2016,Counts,2,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Offences,by type of offence,Corruption: Bribery,Total,Total,2016,Counts,0,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2016,Counts,2,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Offences,by type of offence,Corruption,Total,Total,2017,Counts,2,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Offences,by type of offence,Corruption: Bribery,Total,Total,2017,Counts,0,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2017,Counts,2,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Offences,by type of offence,Burglary,Total,Total,2017,Counts,412,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2017,Counts,424,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Offences,by type of offence,Fraud,Total,Total,2017,Counts,18,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Offences,by type of offence,Money laundering,Total,Total,2017,Counts,2,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Offences,by type of offence,Corruption,Total,Total,2018,Counts,1,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Offences,by type of offence,Corruption: Bribery,Total,Total,2018,Counts,0,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2018,Counts,1,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Offences,by type of offence,Burglary,Total,Total,2018,Counts,432,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2018,Counts,435,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2018,Counts,2,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Offences,by type of offence,Fraud,Total,Total,2018,Counts,1,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Offences,by type of offence,Money laundering,Total,Total,2018,Counts,3,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2019,Counts,1,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Offences,by type of offence,Corruption,Total,Total,2019,Counts,1,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Offences,by type of offence,Corruption: Bribery,Total,Total,2019,Counts,0,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Offences,by type of offence,Burglary,Total,Total,2019,Counts,304,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2019,Counts,373,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Offences,by type of offence,Money laundering,Total,Total,2019,Counts,1,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Offences,by type of offence,Burglary,Total,Total,2020,Counts,230,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2020,Counts,348,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Offences,by type of offence,Money laundering,Total,Total,2020,Counts,2,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Theft,Total,Total,2003,Counts,187352,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Theft,Total,Total,2004,Counts,155311,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Theft,Total,Total,2005,Counts,188780,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Theft,Total,Total,2006,Counts,192555,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2006,Counts,14090,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Burglary,Total,Total,2006,Counts,84371,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Theft,Total,Total,2007,Counts,212342,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2007,Counts,11468,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Burglary,Total,Total,2007,Counts,96814,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Theft,Total,Total,2008,Counts,223207,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2008,Counts,9969,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Burglary,Total,Total,2008,Counts,98218,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Theft,Total,Total,2009,Counts,256418,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2009,Counts,7704,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Burglary,Total,Total,2009,Counts,111716,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Theft,Total,Total,2010,Counts,269410,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2010,Counts,7441,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Burglary,Total,Total,2010,Counts,108920,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Theft,Total,Total,2011,Counts,281359,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2011,Counts,10354,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Burglary,Total,Total,2011,Counts,100086,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Theft,Total,Total,2012,Counts,290055,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2012,Counts,6033,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Burglary,Total,Total,2012,Counts,90954,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Theft,Total,Total,2013,Counts,288343,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2013,Counts,7044,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Burglary,Total,Total,2013,Counts,89280,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Theft,Total,Total,2014,Counts,266222,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2014,Counts,5636,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Burglary,Total,Total,2014,Counts,82320,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Theft,Total,Total,2015,Counts,245853,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Burglary,Total,Total,2015,Counts,67260,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2015,Counts,4608,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Burglary,Total,Total,2016,Counts,47745,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Theft,Total,Total,2016,Counts,203037,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2016,Counts,3501,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Burglary,Total,Total,2017,Counts,35681,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Theft,Total,Total,2017,Counts,183757,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2017,Counts,2733,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Burglary,Total,Total,2018,Counts,32710,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Theft,Total,Total,2018,Counts,176809,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2018,Counts,2707,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Burglary,Total,Total,2019,Counts,30853,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Theft,Total,Total,2019,Counts,186957,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2019,Counts,2652,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Burglary,Total,Total,2020,Counts,25675,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Theft,Total,Total,2020,Counts,179517,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2020,Counts,2771,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2008,Counts,15003,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2008,Counts,463,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Burglary,Total,Total,2008,Counts,6155,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2009,Counts,13382,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2009,Counts,389,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Burglary,Total,Total,2009,Counts,5893,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2010,Counts,15234,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2010,Counts,339,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Burglary,Total,Total,2010,Counts,7019,CTS
