"country_code","year","country","category","indicator","value_per_100000","gender_inequality_index","legal_system_trust","political_system_trust","police_trust"
"CZE",2009,"Czechia","Kidnapping","Violent offences",0.0336166231066471,0.156,3.8,3.7,4.9
"CZE",2014,"Czechia","Sexual violence: Sexual assault","Violent offences",3.64946972849792,0.146,3.8,3.7,4.9
"CZE",2017,"Czechia","Acts intended to induce fear or emotional distress","Violent offences",10.832687335865,0.133,3.8,3.7,4.9
"CZE",2017,"Czechia","Money laundering","Offences",4.48000766150197,0.133,3.8,3.7,4.9
"CZE",2017,"Czechia","Child pornography","Offences of sexual nature",2.34804260072392,0.133,3.8,3.7,4.9
"CZE",2016,"Czechia","Relationship to perpetrator is not known","Victims of sexual violence",0.150201596569619,0.138,3.8,3.7,4.9
"CZE",2013,"Czechia","Smuggling of migrants","Offences",0.629055877524847,0.145,3.8,3.7,4.9
"CZE",2013,"Czechia","Fraud","Offences",52.5237647963497,0.145,3.8,3.7,4.9
"CZE",2017,"Czechia","Fraud: Cyber-related (Cy)","Offences",11.9658939897924,0.133,3.8,3.7,4.9
"CZE",2014,"Czechia","Other Perpetrator known to the victim","Victims of sexual violence",0.908574189620471,0.146,3.8,3.7,4.9
"CZE",2014,"Czechia","Relationship to perpetrator is not known","Victims of serious assault",5.18117780465493,0.146,3.8,3.7,4.9
"CZE",2014,"Czechia","Serious assault","Violent offences",24.9652541032378,0.146,3.8,3.7,4.9
"CZE",2018,"Czechia","Kidnapping","Violent offences",0.062421057447184,0.129,3.8,3.7,4.9
"CZE",2018,"Czechia","Sexual Exploitation","Violent offences",3.27950632585482,0.129,3.8,3.7,4.9
"CZE",2018,"Czechia","Robbery","Violent offences",6.75107744383507,0.129,3.8,3.7,4.9
"CZE",2014,"Czechia","Perpetrator unknown to the victim","Victims of serious assault",24.0035182327723,0.146,3.8,3.7,4.9
"CZE",2014,"Czechia","Unlawful access to a computer system","Offences",3.21249374785042,0.146,3.8,3.7,4.9
"CZE",2018,"Czechia","Theft","Offences",285.398677886095,0.129,3.8,3.7,4.9
"CZE",2018,"Czechia","Corruption: Bribery","Offences",1.34925516480929,0.129,3.8,3.7,4.9
"CZE",2018,"Czechia","Sexual violence: Rape","Violent offences",3.12585449214307,0.129,3.8,3.7,4.9
"CZE",2018,"Czechia","Theft: of a motorized vehicle","Offences",33.7409823598808,0.129,3.8,3.7,4.9
"CZE",2018,"Czechia","Acts intended to induce fear or emotional distress: Cyber-related","Violent offences",0.691433251717165,0.129,3.8,3.7,4.9
"CZE",2018,"Czechia","Sexual violence: Sexual assault","Violent offences",3.76927154582174,0.129,3.8,3.7,4.9
"CZE",2018,"Czechia","Fraud: Cyber-related (Cy)","Offences",13.1708431212797,0.129,3.8,3.7,4.9
"CZE",2018,"Czechia","Corruption","Offences",12.4650050101396,0.129,3.8,3.7,4.9
"CZE",2018,"Czechia","Child pornography","Offences of sexual nature",3.11625125253252,0.129,3.8,3.7,4.9
"CZE",2018,"Czechia","Acts intended to induce fear or emotional distress","Violent offences",11.2213854810083,0.129,3.8,3.7,4.9
"CZE",2018,"Czechia","Acts that cause environmental pollution or degradation","Acts against the environment",0.21127127135604,0.129,3.8,3.7,4.9
"CZE",2018,"Czechia","Sexual violence","Violent offences",6.95274547562337,0.129,3.8,3.7,4.9
"CZE",2018,"Czechia","Corruption: Other acts of corruption","Offences",11.1157498453255,0.129,3.8,3.7,4.9
"CZE",2018,"Czechia","Smuggling of migrants","Offences",0.158453453519409,0.129,3.8,3.7,4.9
"CZE",2018,"Czechia","Sexual violence: Other acts of sexual violence","Violent offences",0.0576194376442863,0.129,3.8,3.7,4.9
"CZE",2018,"Czechia","Unlawful access to a computer system","Offences",4.28784648461081,0.129,3.8,3.7,4.9
"CZE",2003,"Czechia","Sexual violence","Violent offences",9.11700091544066,0.154,3.8,3.7,4.9
"CZE",2003,"Czechia","Kidnapping","Violent offences",0.0672486895745656,0.154,3.8,3.7,4.9
"CZE",2003,"Czechia","Theft","Offences",678.841896927775,0.154,3.8,3.7,4.9
"CZE",2003,"Czechia","Robbery","Violent offences",26.4575558704702,0.154,3.8,3.7,4.9
"CZE",2003,"Czechia","Burglary","Offences",330.964425750313,0.154,3.8,3.7,4.9
"CZE",2003,"Czechia","Theft: of a motorized vehicle","Offences",121.676896832634,0.154,3.8,3.7,4.9
"CZE",2003,"Czechia","Sexual violence: Rape","Violent offences",3.10304667616643,0.154,3.8,3.7,4.9
"CZE",2004,"Czechia","Serious assault","Violent offences",113.261170194234,0.153,3.8,3.7,4.9
"CZE",2019,"Czechia","Theft: of a motorized vehicle","Offences",32.0213475972061,0.124,3.8,3.7,4.9
"CZE",2019,"Czechia","Unlawful access to a computer system","Offences",5.24326159487612,0.124,3.8,3.7,4.9
"CZE",2014,"Czechia","Burglary","Offences",236.754546702744,0.146,3.8,3.7,4.9
"CZE",2015,"Czechia","Acts intended to induce fear or emotional distress: Cyber-related","Violent offences",0.465783356604669,0.139,3.8,3.7,4.9
"CZE",2015,"Czechia","Kidnapping","Violent offences",0.0576226832914954,0.139,3.8,3.7,4.9
"CZE",2015,"Czechia","Fraud","Offences",51.1161219699575,0.139,3.8,3.7,4.9
"CZE",2015,"Czechia","Sexual violence: Rape","Violent offences",2.87153038401984,0.139,3.8,3.7,4.9
"CZE",2015,"Czechia","Other Perpetrator known to the victim","Victims of serious assault",4.97023513212857,0.139,3.8,3.7,4.9
"CZE",2019,"Czechia","Robbery","Violent offences",6.90938959249951,0.124,3.8,3.7,4.9
"CZE",2005,"Czechia","Theft: of a motorized vehicle","Offences",110.670142969816,0.152,3.8,3.7,4.9
"CZE",2005,"Czechia","Theft","Offences",740.317930340122,0.152,3.8,3.7,4.9
"CZE",2005,"Czechia","Sexual violence: Rape","Violent offences",2.86282140668371,0.152,3.8,3.7,4.9
"CZE",2011,"Czechia","Sexual violence: Rape","Violent offences",3.24137591113318,0.138,3.8,3.7,4.9
"CZE",2011,"Czechia","Serious assault","Violent offences",93.2027630505238,0.138,3.8,3.7,4.9
"CZE",2011,"Czechia","Theft","Offences",596.768518488391,0.138,3.8,3.7,4.9
"CZE",2011,"Czechia","Sexual violence","Violent offences",6.99176789126597,0.138,3.8,3.7,4.9
"CZE",2011,"Czechia","Burglary","Offences",286.547234620916,0.138,3.8,3.7,4.9
"CZE",2011,"Czechia","Kidnapping","Violent offences",0.0384163070931429,0.138,3.8,3.7,4.9
"CZE",2007,"Czechia","Theft","Offences",740.648004892118,0.156,3.8,3.7,4.9
"CZE",2007,"Czechia","Sexual violence","Violent offences",8.11217701051824,0.156,3.8,3.7,4.9
"CZE",2007,"Czechia","Theft: of a motorized vehicle","Offences",97.9416895193841,0.156,3.8,3.7,4.9
"CZE",2007,"Czechia","Sexual violence: Rape","Violent offences",3.05947706080944,0.156,3.8,3.7,4.9
"CZE",2007,"Czechia","Burglary","Offences",263.801848610261,0.156,3.8,3.7,4.9
"CZE",2007,"Czechia","Serious assault","Violent offences",93.9024113279836,0.156,3.8,3.7,4.9
"CZE",2007,"Czechia","Robbery","Violent offences",23.3231092736175,0.156,3.8,3.7,4.9
"CZE",2015,"Czechia","Child pornography","Offences of sexual nature",1.49338787530142,0.139,3.8,3.7,4.9
"CZE",2015,"Czechia","Smuggling of migrants","Offences",0.657858967574734,0.139,3.8,3.7,4.9
"CZE",2015,"Czechia","Burglary","Offences",165.549969096028,0.139,3.8,3.7,4.9
"CZE",2015,"Czechia","Theft","Offences",407.16668202708,0.139,3.8,3.7,4.9
"CZE",2015,"Czechia","Perpetrator unknown to the victim","Victims of serious assault",21.9653217677842,0.139,3.8,3.7,4.9
"CZE",2015,"Czechia","Robbery","Violent offences",9.70942213459794,0.139,3.8,3.7,4.9
"CZE",2015,"Czechia","Other Perpetrator known to the victim","Victims of sexual violence",0.915814756226581,0.139,3.8,3.7,4.9
"CZE",2015,"Czechia","Serious assault","Violent offences",25.109084244231,0.139,3.8,3.7,4.9
"CZE",2015,"Czechia","Child pornography: Cyber-related","Offences of sexual nature",1.00359506732371,0.139,3.8,3.7,4.9
"CZE",2015,"Czechia","Corruption: Other acts of corruption","Offences",15.8510397954101,0.139,3.8,3.7,4.9
"CZE",2015,"Czechia","Intimate partner or family member","Victims of sexual violence",0.736508422553596,0.139,3.8,3.7,4.9
"CZE",2015,"Czechia","Sexual violence: Sexual assault","Violent offences",3.94235191518521,0.139,3.8,3.7,4.9
"CZE",2016,"Czechia","Relationship to perpetrator is not known","Victims of serious assault",5.18077608332774,0.138,3.8,3.7,4.9
"CZE",2016,"Czechia","Corruption: Bribery","Offences",0.470578008997425,0.138,3.8,3.7,4.9
"CZE",2016,"Czechia","Intimate partner or family member","Victims of sexual violence",0.712260800594342,0.138,3.8,3.7,4.9
"CZE",2016,"Czechia","Child pornography","Offences of sexual nature",1.72865391059754,0.138,3.8,3.7,4.9
"CZE",2010,"Czechia","Sexual violence","Violent offences",6.42049669135084,0.139,3.8,3.7,4.9
"CZE",2010,"Czechia","Theft: of a motorized vehicle","Offences",62.9516014412815,0.139,3.8,3.7,4.9
"CZE",2010,"Czechia","Sexual violence: Rape","Violent offences",2.81406960443012,0.139,3.8,3.7,4.9
"CZE",2010,"Czechia","Theft","Offences",606.56646041661,0.139,3.8,3.7,4.9
"CZE",2010,"Czechia","Serious assault","Violent offences",86.7895562472261,0.139,3.8,3.7,4.9
"CZE",2010,"Czechia","Sexual violence: Sexual assault","Violent offences",3.60642708690645,0.139,3.8,3.7,4.9
"CZE",2010,"Czechia","Burglary","Offences",282.165702759594,0.139,3.8,3.7,4.9
"CZE",2010,"Czechia","Robbery","Violent offences",19.2999074064877,0.139,3.8,3.7,4.9
"CZE",2010,"Czechia","Kidnapping","Violent offences",0.048021665603473,0.139,3.8,3.7,4.9
"CZE",2011,"Czechia","Theft: of a motorized vehicle","Offences",59.5116617284056,0.138,3.8,3.7,4.9
"CZE",2011,"Czechia","Sexual violence: Sexual assault","Violent offences",3.7503919801423,0.138,3.8,3.7,4.9
"CZE",2018,"Czechia","Money laundering","Offences",3.7452634468025,0.129,3.8,3.7,4.9
"CZE",2016,"Czechia","Perpetrator unknown to the victim","Victims of serious assault",19.7884697983785,0.138,3.8,3.7,4.9
"CZE",2017,"Czechia","Corruption: Other acts of corruption","Offences",12.6333335020648,0.133,3.8,3.7,4.9
"CZE",2013,"Czechia","Burglary","Offences",299.565052392376,0.145,3.8,3.7,4.9
"CZE",2018,"Czechia","Fraud","Offences",40.5688857205718,0.129,3.8,3.7,4.9
"CZE",2013,"Czechia","Perpetrator unknown to the victim","Victims of sexual violence",1.70808342252268,0.145,3.8,3.7,4.9
"CZE",2011,"Czechia","Robbery","Violent offences",18.6367109794368,0.138,3.8,3.7,4.9
"CZE",2012,"Czechia","Theft: of a motorized vehicle","Offences",53.4315809494724,0.142,3.8,3.7,4.9
"CZE",2016,"Czechia","Unlawful access to a computer system","Offences",3.04915342563377,0.138,3.8,3.7,4.9
"CZE",2016,"Czechia","Perpetrator unknown to the victim","Victims of sexual violence",1.63531764393668,0.138,3.8,3.7,4.9
"CZE",2016,"Czechia","Intimate partner or family member","Victims of serious assault",5.2067742048239,0.138,3.8,3.7,4.9
"CZE",2016,"Czechia","Robbery","Violent offences",7.90378982454688,0.138,3.8,3.7,4.9
"CZE",2016,"Czechia","Acts intended to induce fear or emotional distress","Violent offences",11.4667376069437,0.138,3.8,3.7,4.9
"CZE",2016,"Czechia","Theft: of a motorized vehicle","Offences",43.9894402082242,0.138,3.8,3.7,4.9
"CZE",2017,"Czechia","Sexual violence: Other acts of sexual violence","Violent offences",0.0624224004296539,0.133,3.8,3.7,4.9
"CZE",2017,"Czechia","Smuggling of migrants","Offences",0.172862031955748,0.133,3.8,3.7,4.9
"CZE",2017,"Czechia","Corruption: Bribery","Offences",0.441758526109135,0.133,3.8,3.7,4.9
"CZE",2013,"Czechia","Sexual violence","Violent offences",6.80436777443359,0.145,3.8,3.7,4.9
"CZE",2017,"Czechia","Fraud","Offences",42.0246806574866,0.133,3.8,3.7,4.9
"CZE",2013,"Czechia","Corruption: Bribery","Offences",1.35415082031932,0.145,3.8,3.7,4.9
"CZE",2013,"Czechia","Fraud: Cyber-related (Cy)","Offences",8.3553986785478,0.145,3.8,3.7,4.9
"CZE",2013,"Czechia","Kidnapping","Violent offences",0.0528214858975804,0.145,3.8,3.7,4.9
"CZE",2013,"Czechia","Relationship to perpetrator is not known","Victims of serious assault",4.0518412322914,0.145,3.8,3.7,4.9
"CZE",2017,"Czechia","Theft: of a motorized vehicle","Offences",39.436551901309,0.133,3.8,3.7,4.9
"CZE",2017,"Czechia","Serious assault","Violent offences",22.8898140646964,0.133,3.8,3.7,4.9
"CZE",2017,"Czechia","Unlawful access to a computer system","Offences",3.76455091813314,0.133,3.8,3.7,4.9
"CZE",2017,"Czechia","Child pornography: Cyber-related","Offences of sexual nature",1.77663755064917,0.133,3.8,3.7,4.9
"CZE",2020,"Czechia","Sexual violence: Rape","Violent offences",3.06811981085143,0.125,3.8,3.7,4.9
"CZE",2007,"Czechia","Kidnapping","Violent offences",0.0720442008042216,0.156,3.8,3.7,4.9
"CZE",2008,"Czechia","Theft","Offences",707.391677771927,0.154,3.8,3.7,4.9
"CZE",2017,"Czechia","Burglary","Offences",115.85117347182,0.133,3.8,3.7,4.9
"CZE",2008,"Czechia","Kidnapping","Violent offences",0.0384211866382958,0.154,3.8,3.7,4.9
"CZE",2017,"Czechia","Acts that cause environmental pollution or degradation","Acts against the environment",0.144051693294078,0.133,3.8,3.7,4.9
"CZE",2017,"Czechia","Sexual violence","Violent offences",6.78963647734208,0.133,3.8,3.7,4.9
"CZE",2017,"Czechia","Robbery","Violent offences",7.61073112912118,0.133,3.8,3.7,4.9
"CZE",2017,"Czechia","Sexual violence: Sexual assault","Violent offences",3.8557836572197,0.133,3.8,3.7,4.9
"CZE",2019,"Czechia","Total","Victims of sexual exploitation",0.376613300564346,0.124,3.8,3.7,4.9
"CZE",2017,"Czechia","Total","Victims of sexual exploitation",0.173911182227482,0.133,3.8,3.7,4.9
"CZE",2017,"Czechia","Corruption","Offences",13.0750920281406,0.133,3.8,3.7,4.9
"CZE",2018,"Czechia","Serious assault","Violent offences",23.8496455644845,0.129,3.8,3.7,4.9
"CZE",2020,"Czechia","Intimate partner or family member","Victims of sexual violence",0.864797288561225,0.125,3.8,3.7,4.9
"CZE",2020,"Czechia","Intimate partner or family member","Victims of serious assault",1.63047915193775,0.125,3.8,3.7,4.9
"CZE",2020,"Czechia","Corruption: Bribery","Offences",0.552165537164922,0.125,3.8,3.7,4.9
"CZE",2008,"Czechia","Sexual violence: Rape","Violent offences",2.54060096638358,0.154,3.8,3.7,4.9
"CZE",2004,"Czechia","Sexual violence","Violent offences",9.1698364604071,0.153,3.8,3.7,4.9
"CZE",2008,"Czechia","Theft: of a motorized vehicle","Offences",90.2561700591345,0.154,3.8,3.7,4.9
"CZE",2008,"Czechia","Sexual violence","Violent offences",8.06844919380427,0.154,3.8,3.7,4.9
"CZE",2008,"Czechia","Serious assault","Violent offences",85.8473388923853,0.154,3.8,3.7,4.9
"CZE",2019,"Czechia","Sexual Exploitation","Violent offences",3.67316402936603,0.124,3.8,3.7,4.9
"CZE",2019,"Czechia","Child pornography: Cyber-related","Offences of sexual nature",2.93372970188716,0.124,3.8,3.7,4.9
"CZE",2020,"Czechia","Fraud: Cyber-related (Cy)","Offences",18.2934843182027,0.125,3.8,3.7,4.9
"CZE",2020,"Czechia","Sexual violence: Other acts of sexual violence","Violent offences",0.110433107432033,0.125,3.8,3.7,4.9
"CZE",2020,"Czechia","Corruption","Offences",8.10963123710551,0.125,3.8,3.7,4.9
"CZE",2005,"Czechia","Burglary","Offences",278.385364841922,0.152,3.8,3.7,4.9
"CZE",2012,"Czechia","Sexual violence","Violent offences",6.77078539937788,0.142,3.8,3.7,4.9
"CZE",2012,"Czechia","Sexual violence: Rape","Violent offences",3.21252158311201,0.142,3.8,3.7,4.9
"CZE",2004,"Czechia","Theft","Offences",778.830861110754,0.153,3.8,3.7,4.9
"CZE",2012,"Czechia","Burglary","Offences",266.768944735812,0.142,3.8,3.7,4.9
"CZE",2004,"Czechia","Kidnapping","Violent offences",0.0720521461004102,0.153,3.8,3.7,4.9
"CZE",2019,"Czechia","Acts intended to induce fear or emotional distress: Cyber-related","Violent offences",0.734632805875108,0.124,3.8,3.7,4.9
"CZE",2019,"Czechia","Sexual violence: Other acts of sexual violence","Violent offences",0.0576182592832029,0.124,3.8,3.7,4.9
"CZE",2008,"Czechia","Robbery","Violent offences",22.2890908979206,0.154,3.8,3.7,4.9
"CZE",2008,"Czechia","Burglary","Offences",256.370170484888,0.154,3.8,3.7,4.9
"CZE",2009,"Czechia","Robbery","Violent offences",22.5087303571046,0.156,3.8,3.7,4.9
"CZE",2009,"Czechia","Theft: of a motorized vehicle","Offences",70.9310747546449,0.156,3.8,3.7,4.9
"CZE",2009,"Czechia","Sexual violence: Rape","Violent offences",2.30513987015242,0.156,3.8,3.7,4.9
"CZE",2012,"Czechia","Kidnapping","Violent offences",0.038415803686404,0.142,3.8,3.7,4.9
"CZE",2013,"Czechia","Theft","Offences",602.99567716398,0.145,3.8,3.7,4.9
"CZE",2013,"Czechia","Serious assault","Violent offences",89.743704542049,0.145,3.8,3.7,4.9
"CZE",2012,"Czechia","Robbery","Violent offences",16.4035481732811,0.142,3.8,3.7,4.9
"CZE",2020,"Czechia","Theft","Offences",219.128093783195,0.125,3.8,3.7,4.9
"CZE",2020,"Czechia","Sexual violence: Sexual assault","Violent offences",3.79793860779666,0.125,3.8,3.7,4.9
"CZE",2020,"Czechia","Other Perpetrator known to the victim","Victims of serious assault",1.72769877126209,0.125,3.8,3.7,4.9
"CZE",2020,"Czechia","Relationship to perpetrator is not known","Victims of sexual violence",1.38804089970445,0.125,3.8,3.7,4.9
"CZE",2019,"Czechia","Sexual violence: Rape","Violent offences",3.27943925759113,0.124,3.8,3.7,4.9
"CZE",2019,"Czechia","Acts intended to induce fear or emotional distress","Violent offences",11.3171864277502,0.124,3.8,3.7,4.9
"CZE",2016,"Czechia","Acts that cause environmental pollution or degradation","Acts against the environment",0.139252676132182,0.138,3.8,3.7,4.9
"CZE",2005,"Czechia","Sexual violence","Violent offences",8.88147110896094,0.152,3.8,3.7,4.9
"CZE",2005,"Czechia","Robbery","Violent offences",26.6588235018127,0.152,3.8,3.7,4.9
"CZE",2013,"Czechia","Perpetrator unknown to the victim","Victims of serious assault",27.9095569760489,0.145,3.8,3.7,4.9
"CZE",2020,"Czechia","Theft: of a motorized vehicle","Offences",29.2263619540786,0.125,3.8,3.7,4.9
"CZE",2020,"Czechia","Money laundering","Offences",2.66960033620229,0.125,3.8,3.7,4.9
"CZE",2013,"Czechia","Other Perpetrator known to the victim","Victims of sexual violence",0.90858162181036,0.145,3.8,3.7,4.9
"CZE",2020,"Czechia","Serious assault","Violent offences",18.6872023533923,0.125,3.8,3.7,4.9
"CZE",2016,"Czechia","Fraud","Offences",47.2306662906243,0.138,3.8,3.7,4.9
"CZE",2016,"Czechia","Money laundering","Offences",5.66614337363955,0.138,3.8,3.7,4.9
"CZE",2016,"Czechia","Sexual Exploitation","Violent offences",1.90151930165539,0.138,3.8,3.7,4.9
"CZE",2012,"Czechia","Serious assault","Violent offences",88.1546655050027,0.142,3.8,3.7,4.9
"CZE",2020,"Czechia","Corruption: Other acts of corruption","Offences",7.55746569994534,0.125,3.8,3.7,4.9
"CZE",2012,"Czechia","Sexual violence: Sexual assault","Violent offences",3.55826381627062,0.142,3.8,3.7,4.9
"CZE",2012,"Czechia","Theft","Offences",573.197404798976,0.142,3.8,3.7,4.9
"CZE",2013,"Czechia","Intimate partner or family member","Victims of sexual violence",0.770451576728094,0.145,3.8,3.7,4.9
"CZE",2005,"Czechia","Kidnapping","Violent offences",0.062444091083587,0.152,3.8,3.7,4.9
"CZE",2020,"Czechia","Smuggling of migrants","Offences",0.254476291042962,0.125,3.8,3.7,4.9
"CZE",2013,"Czechia","Other Perpetrator known to the victim","Victims of serious assault",5.41375714939465,0.145,3.8,3.7,4.9
"CZE",2020,"Czechia","Burglary","Offences",99.2025405509674,0.125,3.8,3.7,4.9
"CZE",2016,"Czechia","Sexual violence: Rape","Violent offences",3.11637885548986,0.138,3.8,3.7,4.9
"CZE",2016,"Czechia","Other Perpetrator known to the victim","Victims of sexual violence",0.889137991201418,0.138,3.8,3.7,4.9
"CZE",2020,"Czechia","Sexual Exploitation","Violent offences",3.19775867609793,0.125,3.8,3.7,4.9
"CZE",2016,"Czechia","Smuggling of migrants","Offences",0.19207265673306,0.138,3.8,3.7,4.9
"CZE",2013,"Czechia","Robbery","Violent offences",14.6507594070757,0.145,3.8,3.7,4.9
"CZE",2020,"Czechia","Perpetrator unknown to the victim","Victims of serious assault",0.0193876054738062,0.125,3.8,3.7,4.9
"CZE",2013,"Czechia","Sexual violence: Other acts of sexual violence","Violent offences",0.00480195326514623,0.145,3.8,3.7,4.9
"CZE",2020,"Czechia","Fraud","Offences",38.1810465350114,0.125,3.8,3.7,4.9
"CZE",2004,"Czechia","Sexual violence: Rape","Violent offences",3.29998829141686,0.153,3.8,3.7,4.9
"CZE",2013,"Czechia","Sexual violence: Rape","Violent offences",2.82835047222448,0.145,3.8,3.7,4.9
"CZE",2013,"Czechia","Sexual violence: Sexual assault","Violent offences",3.97121534894397,0.145,3.8,3.7,4.9
"CZE",2020,"Czechia","Other Perpetrator known to the victim","Victims of sexual violence",1.34690736471158,0.125,3.8,3.7,4.9
"CZE",2013,"Czechia","Relationship to perpetrator is not known","Victims of sexual violence",0.0993328377851892,0.145,3.8,3.7,4.9
"CZE",2005,"Czechia","Serious assault","Violent offences",104.156743930163,0.152,3.8,3.7,4.9
"CZE",2020,"Czechia","Relationship to perpetrator is not known","Victims of serious assault",6.92855079207928,0.125,3.8,3.7,4.9
"CZE",2004,"Czechia","Robbery","Violent offences",29.3348304158062,0.153,3.8,3.7,4.9
"CZE",2020,"Czechia","Kidnapping","Violent offences",0.0528158339886126,0.125,3.8,3.7,4.9
"CZE",2013,"Czechia","Intimate partner or family member","Victims of serious assault",8.07107146247878,0.145,3.8,3.7,4.9
"CZE",2020,"Czechia","Perpetrator unknown to the victim","Victims of sexual violence",0.048468333509343,0.125,3.8,3.7,4.9
"CZE",2020,"Czechia","Sexual violence","Violent offences",6.97649152608487,0.125,3.8,3.7,4.9
"CZE",2004,"Czechia","Theft: of a motorized vehicle","Offences",116.388233334618,0.153,3.8,3.7,4.9
"CZE",2004,"Czechia","Burglary","Offences",310.760906132606,0.153,3.8,3.7,4.9
"DEU",2018,"Germany","Smuggling of migrants","Offences",2.04969088829467,0.083,5.3,4.9,6.4
"DEU",2018,"Germany","Sexual violence","Violent offences",25.2616777107335,0.083,5.3,4.9,6.4
"DEU",2013,"Germany","Fraud: Cyber-related (Cy)","Offences",112.556362912693,0.078,5.3,4.9,6.4
"DEU",2018,"Germany","Relationship to perpetrator is not known","Victims of sexual violence",0.811995195738314,0.083,5.3,4.9,6.4
"DEU",2018,"Germany","Acts that cause environmental pollution or degradation","Acts against the environment",7.03106841001801,0.083,5.3,4.9,6.4
"DEU",2016,"Germany","Fraud: Cyber-related (Cy)","Offences",114.237120217408,0.085,5.3,4.9,6.4
"DEU",2017,"Germany","Perpetrator unknown to the victim","Victims of sexual violence",4.27594066709271,0.087,5.3,4.9,6.4
"DEU",2013,"Germany","Kidnapping","Violent offences",3.06808928360236,0.078,5.3,4.9,6.4
"DEU",2016,"Germany","Acts involving the movement of dumping of waste","Acts against the environment",0.230305480226171,0.085,5.3,4.9,6.4
"DEU",2016,"Germany","Intimate partner or family member","Victims of serious assault",7.95793324565979,0.085,5.3,4.9,6.4
"DEU",2013,"Germany","Sexual violence: Sexual assault","Violent offences",17.3802371630627,0.078,5.3,4.9,6.4
"DEU",2019,"Germany","Smuggling of migrants","Offences",2.00112935962558,0.079,5.3,4.9,6.4
"DEU",2019,"Germany","Intimate partner or family member","Victims of sexual violence",2.38329805258101,0.079,5.3,4.9,6.4
"DEU",2017,"Germany","Theft: of a motorized vehicle","Offences",33.6828800766204,0.087,5.3,4.9,6.4
"DEU",2013,"Germany","Corruption: Bribery","Offences",4.37587089951818,0.078,5.3,4.9,6.4
"DEU",2013,"Germany","Intimate partner or family member","Victims of serious assault",7.06540038767462,0.078,5.3,4.9,6.4
"DEU",2013,"Germany","Intimate partner or family member","Victims of sexual violence",2.10455418520492,0.078,5.3,4.9,6.4
"DEU",2018,"Germany","Fraud","Offences",523.335941127391,0.083,5.3,4.9,6.4
"DEU",2018,"Germany","Sexual violence: Other acts of sexual violence","Violent offences",0,0.083,5.3,4.9,6.4
"DEU",2019,"Germany","Acts that cause environmental pollution or degradation","Acts against the environment",7.2880944547002,0.079,5.3,4.9,6.4
"DEU",2017,"Germany","Sexual violence: Other acts of sexual violence","Violent offences",0,0.087,5.3,4.9,6.4
"DEU",2017,"Germany","Smuggling of migrants","Offences",1.63142308239668,0.087,5.3,4.9,6.4
"DEU",2013,"Germany","Money laundering","Offences",5.06306314319594,0.078,5.3,4.9,6.4
"DEU",2019,"Germany","Relationship to perpetrator is not known","Victims of sexual violence",0.889572107246885,0.079,5.3,4.9,6.4
"DEU",2019,"Germany","Fraud","Offences",518.467408451015,0.079,5.3,4.9,6.4
"DEU",2017,"Germany","Intimate partner or family member","Victims of sexual violence",2.01224401103797,0.087,5.3,4.9,6.4
"DEU",2017,"Germany","Acts that cause environmental pollution or degradation","Acts against the environment",7.05725864487579,0.087,5.3,4.9,6.4
"DEU",2017,"Germany","Unlawful interference with a computer system or computer data","Offences",2.23830499973249,0.087,5.3,4.9,6.4
"DEU",2017,"Germany","Fraud","Offences",566.642222779616,0.087,5.3,4.9,6.4
"DEU",2019,"Germany","Serious assault","Violent offences",82.8361740890734,0.079,5.3,4.9,6.4
"DEU",2018,"Germany","Total","Victims of sexual exploitation",0.457696319235262,0.083,5.3,4.9,6.4
"DEU",2019,"Germany","Acts that result in the depletion of degradation of natural resources","Acts against the environment",0.0392134213547308,0.079,5.3,4.9,6.4
"DEU",2017,"Germany","Acts that result in the depletion of degradation of natural resources","Acts against the environment",0.0292548206308066,0.087,5.3,4.9,6.4
"DEU",2017,"Germany","Sexual violence: Rape","Violent offences",5.17250126467466,0.087,5.3,4.9,6.4
"DEU",2017,"Germany","Unlawful interception or access of computer data","Offences",0.367241365362217,0.087,5.3,4.9,6.4
"DEU",2019,"Germany","Theft: of a motorized vehicle","Offences",30.2235889005761,0.079,5.3,4.9,6.4
"DEU",2019,"Germany","Other Perpetrator known to the victim","Victims of sexual violence",5.55148213191583,0.079,5.3,4.9,6.4
"DEU",2017,"Germany","Total","Victims of sexual exploitation",0.383974452053996,0.087,5.3,4.9,6.4
"DEU",2017,"Germany","Money laundering","Offences",6.23376656627437,0.087,5.3,4.9,6.4
"DEU",2018,"Germany","Sexual Exploitation","Violent offences",6.46464912415009,0.083,5.3,4.9,6.4
"DEU",2019,"Germany","Total","Victims of sexual exploitation",0.574019048165869,0.079,5.3,4.9,6.4
"DEU",2019,"Germany","Fraud: Cyber-related (Cy)","Offences",135.858944113696,0.079,5.3,4.9,6.4
"DEU",2016,"Germany","Perpetrator unknown to the victim","Victims of serious assault",24.1139134679884,0.085,5.3,4.9,6.4
"DEU",2016,"Germany","Sexual violence: Sexual assault","Violent offences",18.2047145410187,0.085,5.3,4.9,6.4
"DEU",2020,"Germany","Kidnapping","Violent offences",2.84140613513088,0.077,5.3,4.9,6.4
"DEU",2020,"Germany","Relationship to perpetrator is not known","Victims of serious assault",6.39077197102602,0.077,5.3,4.9,6.4
"DEU",2020,"Germany","Sexual Exploitation","Violent offences",14.4136783945748,0.077,5.3,4.9,6.4
